S,MLS #,Street Address,Price,DOM,Beds Total,Sq Ft Total,Bths,Lot Size,Postal City,Property Sub Type,Age
S,ME222056542,4786 Calle De Lucia ,"$2,005,000 ",6,4,"1,780",2|0,"5,998 Lot SqFt",San Jose,Res. Single Family,0
S,ML81886764,3026 Vesuvius Lane,"$2,000,500 ",6,4,"1,393",2|0,"6,116 Lot SqFt",San Jose,Res. Single Family,50
S,ME222057533,3484 Kenyon Drive,"$2,000,000 ",6,3,"1,804",2|0,"7,501 Lot SqFt",Santa Clara,Res. Single Family,0
S,ML81889357,430 Hershner Drive,"$2,000,000 ",6,4,"1,622",2|0,"6,265 Lot SqFt",Los Gatos,Res. Single Family,57
S,ML81887892,4469 Cheeney Street,"$2,000,000 ",6,3,"2,017",2|0,"6,250 Lot SqFt",Santa Clara,Res. Single Family,8
S,ML81892593,1550 Grace Avenue,"$1,999,999 ",6,3,"1,443",2|0,"8,375 Lot SqFt",San Jose,Res. Single Family,67
S,ML81887399,6149 Del Canto Drive,"$1,985,000 ",6,5,"2,563",3|0,"8,674 Lot SqFt",San Jose,Res. Single Family,50
S,ML81887464,481 ROSEWOOD Avenue,"$1,950,000 ",6,3,"1,786",2|1,"8,024 Lot SqFt",San Jose,Res. Single Family,75
S,ML81886864,566 Maple Avenue,"$1,920,000 ",6,3,"1,288",2|0,"5,356 Lot SqFt",Sunnyvale,Res. Single Family,72
S,ML81886188,2365 Stonecress Street,"$1,900,000 ",6,4,"3,175",3|1,"20,361 Lot SqFt",Gilroy,Res. Single Family,18
S,ML81887075,2053 Kimberlin Place,"$1,870,000 ",6,3,"1,935",3|0,"2,748 Lot SqFt",Santa Clara,Res. Single Family,29
S,ML81886042,6587 Korhummel Way,"$1,850,000 ",6,3,"2,819",3|1,"5,981 Lot SqFt",San Jose,Res. Single Family,52
S,ML81885541,5770 CHANDLER Court,"$1,820,000 ",6,5,"2,193",3|0,"7,143 Lot SqFt",San Jose,Res. Single Family,58
S,ML81886961,16935 Pine Way,"$1,760,000 ",6,4,"2,091",3|0,"7,234 Lot SqFt",Morgan Hill,Res. Single Family,28
S,ML81888165,3188 Woodcrest Drive,"$1,725,000 ",6,3,"1,460",2|0,"5,981 Lot SqFt",San Jose,Res. Single Family,62
S,ML81881535,618 Azule Avenue,"$1,700,000 ",6,3,"1,600",2|0,"6,660 Lot SqFt",San Jose,Res. Single Family,56
S,ML81888642,774 Pershing Avenue,"$1,685,000 ",6,2,"1,197",2|0,"5,087 Lot SqFt",San Jose,Res. Single Family,100
S,ML81887324,7162 Windcliff Lane,"$1,660,000 ",6,4,"2,179",2|1,"3,049 Lot SqFt",San Jose,Res. Single Family,16
S,ML81886427,477 Ivanhoe Court,"$1,650,000 ",6,3,"1,723",2|0,"6,994 Lot SqFt",San Jose,Res. Single Family,52
S,ML81889020,1654 Scott Boulevard,"$1,630,000 ",6,3,"1,021",2|0,"7,475 Lot SqFt",Santa Clara,Res. Single Family,71
S,ML81887762,2412 Stokes Street,"$1,630,000 ",6,3,"1,178",2|0,"6,036 Lot SqFt",San Jose,Res. Single Family,66
S,ML81890242,405 Wilson Avenue,"$1,610,000 ",6,2,"1,353",2|0,"5,720 Lot SqFt",Sunnyvale,Res. Single Family,72
S,ML81891038,4029 Briarglen Drive,"$1,565,000 ",6,3,"1,475",2|0,"6,000 Lot SqFt",San Jose,Res. Single Family,56
S,ML81888822,6024 Pineland Avenue,"$1,560,000 ",6,4,"1,495",2|0,"6,077 Lot SqFt",San Jose,Res. Single Family,51
S,ML81889319,871 College Drive,"$1,550,000 ",6,3,"1,044",1|1,"6,213 Lot SqFt",San Jose,Res. Single Family,67
S,ML81886979,1950 Larsen Place,"$1,550,000 ",6,4,"1,361",2|0,"6,271 Lot SqFt",Santa Clara,Res. Single Family,62
S,ML81884823,294 Beechnut Avenue,"$1,550,000 ",6,3,"1,022",1|0,"7,644 Lot SqFt",Sunnyvale,Res. Single Family,71
S,ML81884916,397 Henderson Drive,"$1,530,000 ",6,3,"1,255",2|0,"5,922 Lot SqFt",San Jose,Res. Single Family,54
S,ML81891104,5675 Ladner Drive,"$1,500,000 ",6,3,"1,195",2|0,"9,800 Lot SqFt",San Jose,Res. Single Family,57
S,ML81890813,5839 Chesbro Avenue,"$1,465,000 ",6,3,"1,347",2|0,"6,200 Lot SqFt",San Jose,Res. Single Family,57
S,ML81890421,837 Apple Valley Drive,"$1,420,000 ",6,3,"1,270",2|0,"6,399 Lot SqFt",San Jose,Res. Single Family,62
S,ML81890024,423 Birkhaven Place,"$1,388,000 ",6,3,"1,457",2|1,"2,700 Lot SqFt",San Jose,Res. Single Family,25
S,ME222059529,1765 Ravizza Avenue,"$1,350,000 ",6,3,"1,038",1|0,"4,948 Lot SqFt",Santa Clara,Res. Single Family,0
S,ML81888052,545 N 2nd Street,"$1,350,000 ",6,2,"1,068",1|0,"6,160 Lot SqFt",San Jose,Res. Single Family,100
S,ML81893350,1456 Shaffer Drive,"$1,337,000 ",6,4,"1,614",2|0,"6,500 Lot SqFt",San Jose,Res. Single Family,58
S,ML81886155,546 Cypress Avenue,"$1,335,000 ",6,3,"1,400",2|0,"8,175 Lot SqFt",San Jose,Res. Single Family,63
S,ML81887810,726 Gage Court,"$1,300,000 ",6,4,"2,635",3|0,"6,210 Lot SqFt",Gilroy,Res. Single Family,14
S,ML81889008,9291 Mockingbird Lane,"$1,268,000 ",6,4,"1,891",3|0,"5,609 Lot SqFt",Gilroy,Res. Single Family,28
S,ML81887475,1281 Longmeadow Drive,"$1,260,000 ",6,3,"1,909",2|1,"6,342 Lot SqFt",Gilroy,Res. Single Family,34
S,ML81887291,975 Geronimo Street,"$1,260,000 ",6,4,"2,402",3|0,"6,739 Lot SqFt",Gilroy,Res. Single Family,11
S,ML81889469,1638 Briarpoint Drive,"$1,258,000 ",6,4,"1,812",2|1,"2,700 Lot SqFt",San Jose,Res. Single Family,35
S,ML81885971,1271 Bonino Way,"$1,250,000 ",6,4,"2,489",3|0,"4,355 Lot SqFt",Gilroy,Res. Single Family,5
S,BE40990438,17025 Pine Way ,"$1,238,000 ",6,4,"1,296",2|0,"7,260 Lot SqFt",Morgan Hill,Res. Single Family,46
S,ML81888285,5366 Hansell Drive,"$1,225,000 ",6,3,"1,207",2|0,"4,749 Lot SqFt",San Jose,Res. Single Family,44
S,ML81888088,2754 Dina Lane,"$1,215,000 ",6,3,"1,107",2|0,"6,928 Lot SqFt",San Jose,Res. Single Family,43
S,ML81885777,1400 Partridge Drive,"$1,210,000 ",6,3,"2,159",3|0,"7,054 Lot SqFt",Gilroy,Res. Single Family,27
S,ML81887181,1558 Dina Court,"$1,205,000 ",6,3,"1,107",2|0,"6,088 Lot SqFt",San Jose,Res. Single Family,43
S,BE40990757,1554 Sawgrass Dr San Jose ,"$1,160,000 ",6,4,"1,786",2|1,"2,812 Lot SqFt",San Jose,Res. Single Family,24
S,ML81883120,954 Reeve Street,"$1,100,000 ",6,3,972,1|0,"6,149 Lot SqFt",Santa Clara,Res. Single Family,102
S,ML81888821,559 Ezie Street,"$1,050,000 ",6,3,"1,113",1|1,"5,115 Lot SqFt",San Jose,Res. Single Family,64
S,ML81882461,1330 Cedar Court,"$1,008,000 ",6,3,"1,711",2|1,"7,208 Lot SqFt",Gilroy,Res. Single Family,57
S,ML81886846,6 Caspian Way,"$970,000 ",6,3,"2,028",2|1,"4,764 Lot SqFt",Gilroy,Res. Single Family,7
S,ML81886161,275 N 26th Street,"$935,000 ",6,2,"1,149",1|0,"5,050 Lot SqFt",San Jose,Res. Single Family,73
S,ML81890303,3291 Mount Vista Drive,"$895,000 ",6,2,825,1|0,"5,000 Lot SqFt",San Jose,Res. Single Family,63
S,ML81885657,676 Hollingsworth Drive,"$6,501,000 ",7,5,"3,733",4|0,"13,330 Lot SqFt",Los Altos,Res. Single Family,11
S,ML81886495,15256 Via Del Sur ,"$5,525,000 ",7,5,"5,563",5|1,"33,757 Lot SqFt",Monte Sereno,Res. Single Family,37
S,ML81884935,15770 Shannon Heights Road,"$5,500,000 ",7,5,"4,096",4|0,1.17 Acres,Los Gatos,Res. Single Family,29
S,ML81893329,1460 Holly Avenue,"$5,300,000 ",7,5,"3,499",5|1,"20,000 Lot SqFt",Los Altos,Res. Single Family,69
S,ML81890182,4341 Miranda Court,"$5,175,000 ",7,5,"3,801",4|1,"13,428 Lot SqFt",Palo Alto,Res. Single Family,11
S,ML81885911,1087 Los Altos Avenue,"$4,875,000 ",7,5,"2,483",2|1,"14,585 Lot SqFt",Los Altos,Res. Single Family,56
S,ML81881881,12596 Paseo Flores ,"$4,870,000 ",7,5,"3,417",4|0,"11,846 Lot SqFt",Saratoga,Res. Single Family,0
S,ML81889087,1920 Bryant Street,"$4,610,000 ",7,3,"1,885",2|0,"5,000 Lot SqFt",Palo Alto,Res. Single Family,84
S,ML81889953,1620 Crestview Drive,"$4,450,000 ",7,2,"1,528",2|0,"15,200 Lot SqFt",Los Altos,Res. Single Family,75
S,ML81887722,107 Sunkist Lane,"$4,425,000 ",7,3,"1,810",2|1,"10,500 Lot SqFt",Los Altos,Res. Single Family,64
S,ML81887528,719 Bicknell Road,"$4,270,000 ",7,4,"2,957",4|0,"34,840 Lot SqFt",Los Gatos,Res. Single Family,56
S,ML81886770,2205 Sierra Ventura Drive,"$4,111,000 ",7,4,"2,304",2|1,"12,133 Lot SqFt",Los Altos,Res. Single Family,59
S,ML81887826,19125 Oahu Lane,"$4,100,000 ",7,4,"2,619",2|1,"14,466 Lot SqFt",Saratoga,Res. Single Family,58
S,ML81886141,2361 Tasso Street,"$4,100,000 ",7,4,"2,063",3|0,"5,069 Lot SqFt",Palo Alto,Res. Single Family,90
S,ML81888476,1304 Dale Avenue,"$3,900,000 ",7,4,"3,145",4|0,"8,123 Lot SqFt",San Jose,Res. Single Family,2
S,ML81885016,1694 Jamestown Drive,"$3,850,000 ",7,4,"2,538",3|0,"8,314 Lot SqFt",Cupertino,Res. Single Family,33
S,ML81888887,6477 Dartmoor Way,"$3,800,000 ",7,5,"3,133",3|0,"6,832 Lot SqFt",San Jose,Res. Single Family,62
S,ML81889961,540 Sunnymount Avenue,"$3,700,000 ",7,4,"3,092",3|0,"8,850 Lot SqFt",Sunnyvale,Res. Single Family,73
S,ML81884566,927 Aura Way,"$3,683,000 ",7,3,"1,412",2|1,"13,181 Lot SqFt",Los Altos,Res. Single Family,83
S,ML81888512,807 Miller Avenue,"$3,600,360 ",7,5,"3,362",3|0,"9,649 Lot SqFt",Campbell,Res. Single Family,26
S,ML81888999,979 Altos Oaks Drive,"$3,500,000 ",7,3,"1,676",2|0,"10,667 Lot SqFt",Los Altos,Res. Single Family,66
S,ML81888330,21426 Rumford Drive,"$3,500,000 ",7,4,"2,146",2|1,"7,503 Lot SqFt",Cupertino,Res. Single Family,54
S,ML81887676,14769 Berry Way,"$3,480,000 ",7,4,"3,188",4|0,"12,527 Lot SqFt",San Jose,Res. Single Family,72
S,ML81886488,717 Inverness Way,"$3,410,000 ",7,5,"2,566",3|0,"6,240 Lot SqFt",Sunnyvale,Res. Single Family,29
S,ML81888831,24985 Oneonta Drive,"$3,380,000 ",7,3,"1,601",1|1,"32,216 Lot SqFt",Los Altos Hills,Res. Single Family,70
S,ML81891365,1438 Camino Robles Way,"$3,310,000 ",7,5,"2,427",4|0,"8,100 Lot SqFt",San Jose,Res. Single Family,51
S,ML81888183,3008 Oliver Drive,"$3,250,000 ",7,5,"3,479",4|0,"8,141 Lot SqFt",San Jose,Res. Single Family,20
S,ML81890372,1601 Kalispell Court,"$3,200,000 ",7,3,"1,544",2|0,"7,992 Lot SqFt",Sunnyvale,Res. Single Family,61
S,ML81886508,18680 Purissima Way,"$3,200,000 ",7,5,"5,106",4|1,"25,195 Lot SqFt",Morgan Hill,Res. Single Family,16
S,ML81890245,14695 Horseshoe Drive,"$3,100,000 ",7,3,"2,006",2|1,"22,927 Lot SqFt",Saratoga,Res. Single Family,67
S,ML81887535,10640 Johansen Drive,"$3,100,000 ",7,4,"2,201",2|1,"6,344 Lot SqFt",Cupertino,Res. Single Family,69
S,ML81888046,6059 Whitehaven Court,"$3,080,000 ",7,4,"2,695",3|0,"10,395 Lot SqFt",San Jose,Res. Single Family,24
S,ML81886356,10420 Oakville Avenue,"$3,050,000 ",7,3,"1,392",2|0,"6,332 Lot SqFt",Cupertino,Res. Single Family,63
S,ML81884540,685 Oregon Avenue,"$3,000,000 ",7,3,"1,874",2|0,"4,969 Lot SqFt",Palo Alto,Res. Single Family,72
S,ML81889841,928 Kennard Way,"$2,920,000 ",7,4,"1,894",2|1,"6,466 Lot SqFt",Sunnyvale,Res. Single Family,61
S,ML81888859,736 Inverness Way,"$2,901,800 ",7,3,"1,752",2|0,"6,272 Lot SqFt",Sunnyvale,Res. Single Family,63
S,ML81888536,475 Rincon Avenue,"$2,700,000 ",7,3,"1,857",2|1,"5,875 Lot SqFt",Sunnyvale,Res. Single Family,65
S,ML81885440,4096 Beebe Circle,"$2,660,000 ",7,4,"2,227",2|1,"9,549 Lot SqFt",San Jose,Res. Single Family,48
S,ML81886750,969 Erica Drive,"$2,658,000 ",7,3,"1,811",2|0,"7,652 Lot SqFt",Sunnyvale,Res. Single Family,52
S,ML81892256,1086 Syracuse Drive,"$2,650,000 ",7,3,"1,694",2|0,"7,000 Lot SqFt",Sunnyvale,Res. Single Family,66
S,ML81886735,910 Exmoor Way,"$2,600,000 ",7,3,"1,536",2|0,"6,825 Lot SqFt",Sunnyvale,Res. Single Family,60
S,ML81885979,655 Ashbourne Drive,"$2,600,000 ",7,3,"1,407",2|0,"7,251 Lot SqFt",Sunnyvale,Res. Single Family,59
S,ML81882256,1569 Alisal Avenue,"$2,550,000 ",7,5,"2,232",3|0,"6,595 Lot SqFt",San Jose,Res. Single Family,59
S,ML81888889,662 Starr Court,"$2,520,000 ",7,3,"1,643",3|0,"6,902 Lot SqFt",Santa Clara,Res. Single Family,67
S,ML81887782,1749 Hudson Drive,"$2,512,000 ",7,4,"1,622",2|0,"6,996 Lot SqFt",San Jose,Res. Single Family,60
S,ML81884521,4121 Ashbrook Circle,"$2,505,000 ",7,4,"2,161",2|1,"6,006 Lot SqFt",San Jose,Res. Single Family,46
S,ML81888862,4103 Middlefield Road,"$2,500,000 ",7,3,"1,097",1|0,"7,384 Lot SqFt",Palo Alto,Res. Single Family,71
S,ML81888784,1052 Waterbird Way,"$2,460,000 ",7,3,"1,388",2|0,"7,313 Lot SqFt",Santa Clara,Res. Single Family,61
S,ML81889150,882 Poplar Avenue,"$2,450,000 ",7,3,"1,541",2|0,"6,161 Lot SqFt",Sunnyvale,Res. Single Family,58
S,ML81887028,1563 Montellano Drive,"$2,425,000 ",7,4,"2,168",2|1,"8,297 Lot SqFt",San Jose,Res. Single Family,54
S,ML81888868,986 Azalea Drive,"$2,420,000 ",7,3,"1,407",2|0,"6,441 Lot SqFt",Sunnyvale,Res. Single Family,52
S,ML81891056,837 Runningwood Circle,"$2,408,000 ",7,3,"1,801",2|0,"5,890 Lot SqFt",Mountain View,Res. Single Family,45
S,ML81888713,1074 Glen Echo Avenue,"$2,400,000 ",7,3,"1,558",1|1,"7,702 Lot SqFt",San Jose,Res. Single Family,71
S,ML81889022,1528 Grace Avenue,"$2,360,000 ",7,3,"1,706",2|0,"8,368 Lot SqFt",San Jose,Res. Single Family,67
S,ML81889263,1588 Edmond Court,"$2,348,000 ",7,4,"2,158",2|1,"9,446 Lot SqFt",San Jose,Res. Single Family,51
S,ML81888812,1004 E Cardinal Drive,"$2,330,000 ",7,3,"1,227",1|1,"6,000 Lot SqFt",Sunnyvale,Res. Single Family,68
S,ML81886665,3957 W Rincon Avenue,"$2,300,000 ",7,3,"1,558",2|0,"7,079 Lot SqFt",Campbell,Res. Single Family,58
S,ML81890969,1604 Glenfield Drive,"$2,280,000 ",7,4,"1,783",2|0,"9,775 Lot SqFt",San Jose,Res. Single Family,61
S,ME222051205,2704 Clarion Court,"$2,275,000 ",7,4,"2,699",3|0,"12,258 Lot SqFt",San Jose,Res. Single Family,0
S,ML81891282,351 Spar Avenue,"$2,250,000 ",7,4,"2,036",3|1,"9,375 Lot SqFt",San Jose,Res. Single Family,68
S,ML81888756,1643 Shasta Avenue,"$2,225,000 ",7,3,"2,246",2|0,"7,785 Lot SqFt",San Jose,Res. Single Family,86
S,ML81887641,907 Blossom Hill Road,"$2,225,000 ",7,3,"1,532",2|0,"8,925 Lot SqFt",Los Gatos,Res. Single Family,62
S,ML81885818,5008 Doyle Road,"$2,200,000 ",7,3,"1,798",2|0,"9,141 Lot SqFt",San Jose,Res. Single Family,63
S,ML81888697,1367 York Avenue,"$2,160,000 ",7,3,"1,841",2|0,"6,217 Lot SqFt",Campbell,Res. Single Family,102
S,ML81888194,2951 Humbolt Avenue,"$2,130,000 ",7,3,"1,487",2|0,"9,685 Lot SqFt",Santa Clara,Res. Single Family,71
S,ML81886957,3472 Bonita Avenue,"$2,120,000 ",7,3,"1,240",2|0,"5,817 Lot SqFt",Santa Clara,Res. Single Family,66
S,ML81888438,4896 Rio Vista Avenue,"$2,100,000 ",7,3,"1,188",2|0,"5,543 Lot SqFt",San Jose,Res. Single Family,66
S,ML81886054,2421 Lascar Place,"$2,100,000 ",7,3,"2,064",2|1,"5,257 Lot SqFt",San Jose,Res. Single Family,43
S,ML81884115,666 Brentwood Drive,"$2,070,000 ",7,3,"1,226",2|0,"6,154 Lot SqFt",San Jose,Res. Single Family,67
S,ML81886319,3094 Balmoral Drive,"$2,068,000 ",7,5,"1,974",3|0,"7,828 Lot SqFt",San Jose,Res. Single Family,49
S,ML81886749,1742 Hudson Drive,"$2,060,000 ",7,3,"1,330",2|0,"6,076 Lot SqFt",San Jose,Res. Single Family,60
S,ML81888699,14305 Branham Lane,"$2,051,000 ",7,4,"1,544",2|1,"9,813 Lot SqFt",San Jose,Res. Single Family,70
S,ML81889195,945 Torero Plaza,"$2,000,000 ",7,3,"1,484",2|0,"6,461 Lot SqFt",Campbell,Res. Single Family,59
S,BE40990122,864 Kizer St ,"$2,000,000 ",7,4,"2,307",3|0,"6,300 Lot SqFt",Milpitas,Res. Single Family,51
S,ML81888686,6693 Mount Forest Drive,"$1,999,990 ",7,4,"1,999",2|0,"8,070 Lot SqFt",San Jose,Res. Single Family,55
S,ML81888107,9002 Mimosa Court,"$1,975,000 ",7,4,"2,800",3|0,"29,454 Lot SqFt",Gilroy,Res. Single Family,6
S,ML81889244,4337 Watson Circle,"$1,960,000 ",7,3,"1,657",3|1,"2,320 Lot SqFt",Santa Clara,Res. Single Family,18
S,ML81888897,208 Orchard Glen Court,"$1,951,000 ",7,2,"1,258",2|1,"2,893 Lot SqFt",Mountain View,Res. Single Family,26
S,ML81888652,3200 Valley View Court,"$1,950,000 ",7,4,"3,126",3|1,"16,050 Lot SqFt",Morgan Hill,Res. Single Family,48
S,ML81887118,3724 Springbrook Avenue,"$1,950,000 ",7,4,"1,897",2|0,"8,049 Lot SqFt",San Jose,Res. Single Family,39
S,ML81886756,609 Pine Avenue,"$1,935,000 ",7,3,"1,565",2|0,"5,253 Lot SqFt",Sunnyvale,Res. Single Family,69
S,ML81887611,2885 Quinto Way,"$1,920,000 ",7,3,"1,320",2|0,"5,225 Lot SqFt",San Jose,Res. Single Family,68
S,ML81890904,3364 Thompson Avenue,"$1,903,364 ",7,3,"1,718",2|1,"6,420 Lot SqFt",San Jose,Res. Single Family,62
S,ML81888734,862 Brevins Loop,"$1,880,000 ",7,4,"2,429",2|1,"3,630 Lot SqFt",San Jose,Res. Single Family,23
S,ML81888804,15119 Dickens Avenue,"$1,875,000 ",7,3,"1,053",1|0,"9,375 Lot SqFt",San Jose,Res. Single Family,70
S,ML81885516,3701 Arbuckle Drive,"$1,875,000 ",7,3,"1,485",2|0,"6,457 Lot SqFt",San Jose,Res. Single Family,64
S,ML81888883,721 Enright Avenue,"$1,800,000 ",7,4,"2,344",2|0,"7,446 Lot SqFt",Santa Clara,Res. Single Family,72
S,ML81886921,3918 Paladin Drive,"$1,800,000 ",7,3,"1,356",2|0,"8,481 Lot SqFt",San Jose,Res. Single Family,63
S,ML81887486,1405 Snowbird Lane,"$1,799,000 ",7,4,"2,424",3|0,"5,946 Lot SqFt",Morgan Hill,Res. Single Family,5
S,ML81887875,3989 Vistamont Drive,"$1,750,000 ",7,4,"1,700",2|0,"6,609 Lot SqFt",San Jose,Res. Single Family,55
S,ML81887849,340 Schroeder Street,"$1,720,000 ",7,3,"1,539",1|0,"6,554 Lot SqFt",Sunnyvale,Res. Single Family,74
S,ML81887777,1798 Fremont Street,"$1,680,000 ",7,3,"1,262",2|0,"6,573 Lot SqFt",Santa Clara,Res. Single Family,112
S,ML81886819,4940 Carter Avenue,"$1,610,000 ",7,3,"1,504",2|0,"6,073 Lot SqFt",San Jose,Res. Single Family,56
S,ML81887763,5695 Lathrop Drive,"$1,600,000 ",7,4,"1,958",2|0,"6,225 Lot SqFt",San Jose,Res. Single Family,54
S,ML81888658,4943 Scarlett Way,"$1,580,000 ",7,3,"2,087",2|1,"5,803 Lot SqFt",San Jose,Res. Single Family,42
S,ML81890198,5878 Garces Avenue,"$1,565,000 ",7,4,"1,321",2|0,"7,200 Lot SqFt",San Jose,Res. Single Family,51
S,ML81879219,2159 Avenida De Las Flores ,"$1,550,000 ",7,3,"1,341",2|0,"8,782 Lot SqFt",Santa Clara,Res. Single Family,46
S,ML81891121,19411 Dougherty Avenue,"$1,525,000 ",7,4,"2,423",2|1,"4,530 Lot SqFt",Morgan Hill,Res. Single Family,12
S,ML81888942,4111 Haines Avenue,"$1,525,000 ",7,3,"1,685",2|0,"6,524 Lot SqFt",San Jose,Res. Single Family,54
S,ML81886802,1715 Civic Center Drive,"$1,520,000 ",7,3,"1,731",2|1,"1,885 Lot SqFt",Santa Clara,Res. Single Family,43
S,ML81889078,7358 Prindiville Drive,"$1,500,000 ",7,3,"1,674",2|1,"4,815 Lot SqFt",San Jose,Res. Single Family,30
S,ML81888204,21425 Shady Lane,"$1,500,000 ",7,3,"1,423",1|0,1.40 Acres,Los Gatos,Res. Single Family,86
S,ML81886249,1027 Junesong Way,"$1,500,000 ",7,4,"1,822",2|0,"6,501 Lot SqFt",San Jose,Res. Single Family,45
S,ML81888838,713 Dorothy Avenue,"$1,490,000 ",7,3,"1,228",2|0,"5,096 Lot SqFt",San Jose,Res. Single Family,29
S,ML81889958,1784 Market Street,"$1,476,000 ",7,3,"1,207",2|0,"5,087 Lot SqFt",Santa Clara,Res. Single Family,112
S,ML81888841,1248 Willowhaven Drive,"$1,455,000 ",7,2,"1,142",2|0,"3,621 Lot SqFt",San Jose,Res. Single Family,44
S,ML81886790,2180 El Capitan Avenue,"$1,430,000 ",7,3,984,2|0,"6,527 Lot SqFt",Santa Clara,Res. Single Family,61
S,ML81888853,5150 Calicowood Place,"$1,380,000 ",7,3,"1,091",2|0,"7,964 Lot SqFt",San Jose,Res. Single Family,44
S,ML81888820,5761 Barnswell Way,"$1,360,000 ",7,3,"1,488",2|0,"5,824 Lot SqFt",San Jose,Res. Single Family,44
S,ML81890236,98 N 17th Street,"$1,350,000 ",7,3,"1,480",1|0,"5,400 Lot SqFt",San Jose,Res. Single Family,122
S,ML81889885,3280 Flintdale Drive,"$1,350,000 ",7,4,"1,693",2|1,"6,000 Lot SqFt",San Jose,Res. Single Family,41
S,ML81888016,622 Printy Avenue,"$1,345,000 ",7,4,"1,858",2|0,"7,243 Lot SqFt",Milpitas,Res. Single Family,51
S,CC40985599,1206 Taper Lane ,"$1,280,000 ",7,4,"1,350",2|0,6300 Lot SqFt,San Jose,Res. Single Family,44
S,ML81887275,359 Bella Ridge Terrace,"$1,270,000 ",7,3,"1,620",3|0,"1,396 Lot SqFt",San Jose,Res. Single Family,18
S,ML81885917,16505 Finley Ridge Road,"$1,230,000 ",7,3,800,1|1,20.52 Acres,Morgan Hill,Res. Single Family,30
S,ML81888881,581 Continental Drive,"$1,100,000 ",7,4,"1,260",2|0,"5,169 Lot SqFt",San Jose,Res. Single Family,64
S,ML81886708,7250 Miller Avenue,"$1,020,000 ",7,4,"2,059",2|1,"7,709 Lot SqFt",Gilroy,Res. Single Family,47
S,ML81893422,3691 Larry Court,"$1,000,000 ",7,3,"1,277",2|0,"6,936 Lot SqFt",San Jose,Res. Single Family,52
S,ML81887723,1781 Crucero Drive,"$970,000 ",7,3,"1,214",2|1,"3,299 Lot SqFt",San Jose,Res. Single Family,51
S,ML81877137,70 Chester Avenue,"$725,000 ",7,3,"1,034",2|0,"7,267 Lot SqFt",San Martin,Res. Single Family,88
S,ML81889030,798 Arroyo Road,"$8,400,000 ",8,5,"5,134",6|0,"17,402 Lot SqFt",Los Altos,Res. Single Family,19
S,ML81888880,1509 Edgewood Drive,"$6,508,000 ",8,4,"3,080",3|0,"18,117 Lot SqFt",Palo Alto,Res. Single Family,69
S,ML81890844,1689 Middleton Avenue,"$5,600,000 ",8,6,"4,254",4|1,"10,573 Lot SqFt",Los Altos,Res. Single Family,20
S,ML81887609,10599 N Stelling Road,"$4,620,000 ",8,5,"3,731",3|1,"9,625 Lot SqFt",Cupertino,Res. Single Family,21
S,ML81890918,20743 Seaton Avenue,"$4,531,000 ",8,5,"2,819",3|0,"13,081 Lot SqFt",Saratoga,Res. Single Family,53
S,ML81890433,457 Benvenue Avenue,"$4,350,000 ",8,4,"2,550",2|1,"9,748 Lot SqFt",Los Altos,Res. Single Family,64
S,ML81890128,925 Echo Drive,"$4,195,000 ",8,2,"1,031",2|0,"13,012 Lot SqFt",Los Altos,Res. Single Family,74
S,ML81885921,13630 Beaumont Avenue,"$3,989,700 ",8,4,"2,951",3|0,"12,480 Lot SqFt",Saratoga,Res. Single Family,67
S,ML81886639,11245 Mount Crest Place,"$3,900,000 ",8,4,"2,768",3|0,"15,758 Lot SqFt",Cupertino,Res. Single Family,54
S,ML81892194,494 Panchita Way,"$3,890,000 ",8,4,"1,839",2|0,"10,200 Lot SqFt",Los Altos,Res. Single Family,71
S,ML81887764,1486 Valcartier Drive,"$3,800,000 ",8,3,"2,074",2|0,"8,560 Lot SqFt",Sunnyvale,Res. Single Family,53
S,ML81887456,971 Cherrystone Drive,"$3,700,500 ",8,4,"2,018",2|1,"8,003 Lot SqFt",Los Gatos,Res. Single Family,51
S,ML81890185,90 Los Altos Avenue,"$3,650,000 ",8,4,"2,009",2|1,"10,003 Lot SqFt",Los Altos,Res. Single Family,60
S,ML81885127,7072 Hollow Lake Way,"$3,620,000 ",8,4,"3,473",3|1,"24,253 Lot SqFt",San Jose,Res. Single Family,23
S,ML81887854,1521 Meadow Lane,"$3,550,000 ",8,3,"1,335",2|0,"8,560 Lot SqFt",Mountain View,Res. Single Family,68
S,ML81892660,411 Pepper Avenue,"$3,370,000 ",8,5,"1,963",3|0,"5,983 Lot SqFt",Palo Alto,Res. Single Family,82
S,ML81889974,841 Revere Drive,"$2,950,000 ",8,3,"1,472",2|0,"7,488 Lot SqFt",Sunnyvale,Res. Single Family,65
S,ML81887700,751 Leona Lane,"$2,725,000 ",8,4,"1,484",2|0,"6,266 Lot SqFt",Mountain View,Res. Single Family,67
S,ML81887521,1451 Corte De Rosa ,"$2,638,000 ",8,4,"1,900",2|1,"22,722 Lot SqFt",San Jose,Res. Single Family,46
S,ML81886776,4668 Lage Drive,"$2,620,000 ",8,3,"1,974",2|0,"6,008 Lot SqFt",San Jose,Res. Single Family,61
S,ML81888872,2240 Menzel Place,"$2,600,000 ",8,3,"1,766",2|1,"5,539 Lot SqFt",Santa Clara,Res. Single Family,68
S,ML81888674,1399 Beattie Court,"$2,585,000 ",8,5,"2,228",3|0,"9,831 Lot SqFt",San Jose,Res. Single Family,47
